"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
20,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",20,"Santa Ana","Parroquia","Parish",NA,NA
21,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",21,"Sayausi","Parroquia","Parish",NA,NA
22,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",22,"Sidcay","Parroquia","Parish",NA,NA
23,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",23,"Sinicay","Parroquia","Parish",NA,NA
24,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",24,"Tarqui","Parroquia","Parish",NA,NA
25,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",25,"Turi","Parroquia","Parish",NA,NA
26,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",26,"Valle","Parroquia","Parish",NA,NA
27,68,"ECU","Ecuador",1,"Azuay",2,"Cuenca",27,"Victoria del Portete","Parroquia","Parish",NA,NA
28,68,"ECU","Ecuador",1,"Azuay",3,"El Pan",28,"El Pan","Parroquia","Parish",NA,NA
29,68,"ECU","Ecuador",1,"Azuay",3,"El Pan",29,"San Vicente","Parroquia","Parish",NA,NA
30,68,"ECU","Ecuador",1,"Azuay",4,"Girón",30,"Asuncion","Parroquia","Parish",NA,NA
31,68,"ECU","Ecuador",1,"Azuay",4,"Girón",31,"Giron","Parroquia","Parish",NA,NA
32,68,"ECU","Ecuador",1,"Azuay",4,"Girón",32,"San Gerardo","Parroquia","Parish",NA,NA
33,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",33,"Daniel Cordova","Parroquia","Parish",NA,NA
34,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",34,"Gualaceo","Parroquia","Parish",NA,NA
35,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",35,"Jadan","Parroquia","Parish",NA,NA
36,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",36,"Luis Cordero Vega","Parroquia","Parish",NA,NA
37,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",37,"Mariano Moreno","Parroquia","Parish",NA,NA
38,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",38,"Remigio Crespo Toral","Parroquia","Parish",NA,NA
39,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",39,"San Juan","Parroquia","Parish",NA,NA
40,68,"ECU","Ecuador",1,"Azuay",5,"Gualaceo",40,"Zhidmad","Parroquia","Parish",NA,NA
41,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",41,"Cochapata","Parroquia","Parish",NA,NA
42,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",42,"El Progreso","Parroquia","Parish",NA,NA
43,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",43,"Las Nieves","Parroquia","Parish",NA,NA
44,68,"ECU","Ecuador",1,"Azuay",6,"Nabón",44,"Nabon","Parroquia","Parish",NA,NA
45,68,"ECU","Ecuador",1,"Azuay",7,"Oña",45,"San Felipe de Oña","Parroquia","Parish",NA,NA
46,68,"ECU","Ecuador",1,"Azuay",7,"Oña",46,"Susudel","Parroquia","Parish",NA,NA
47,68,"ECU","Ecuador",1,"Azuay",8,"Paute",47,"Bulan","Parroquia","Parish",NA,NA
48,68,"ECU","Ecuador",1,"Azuay",8,"Paute",48,"Chican","Parroquia","Parish",NA,NA
49,68,"ECU","Ecuador",1,"Azuay",8,"Paute",49,"Dug Dug","Parroquia","Parish",NA,NA
50,68,"ECU","Ecuador",1,"Azuay",8,"Paute",50,"El Cabo","Parroquia","Parish",NA,NA
51,68,"ECU","Ecuador",1,"Azuay",8,"Paute",51,"Guachapala","Parroquia","Parish",NA,NA
52,68,"ECU","Ecuador",1,"Azuay",8,"Paute",52,"Guarainag","Parroquia","Parish",NA,NA
53,68,"ECU","Ecuador",1,"Azuay",8,"Paute",53,"Paute","Parroquia","Parish",NA,NA
54,68,"ECU","Ecuador",1,"Azuay",8,"Paute",54,"San Cristobal","Parroquia","Parish",NA,NA
55,68,"ECU","Ecuador",1,"Azuay",8,"Paute",55,"Tomebamba","Parroquia","Parish",NA,NA
56,68,"ECU","Ecuador",1,"Azuay",9,"Pucará",56,"Camilo Ponce Enriquez","Parroquia","Parish",NA,NA
57,68,"ECU","Ecuador",1,"Azuay",9,"Pucará",57,"Pucara","Parroquia","Parish",NA,NA
58,68,"ECU","Ecuador",1,"Azuay",9,"Pucará",58,"San Rafael de Sharug","Parroquia","Parish",NA,NA
59,68,"ECU","Ecuador",1,"Azuay",10,"San Fernando",59,"Chumblin","Parroquia","Parish",NA,NA
60,68,"ECU","Ecuador",1,"Azuay",10,"San Fernando",60,"San Fernando","Parroquia","Parish",NA,NA
61,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",61,"Abdon Calderon","Parroquia","Parish",NA,NA
62,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",62,"El Carmen de Pijili","Parroquia","Parish",NA,NA
63,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",63,"Santa Isabel","Parroquia","Parish",NA,NA
64,68,"ECU","Ecuador",1,"Azuay",11,"Santa Isabel",64,"Zhaglli","Parroquia","Parish",NA,NA
65,68,"ECU","Ecuador",1,"Azuay",12,"Sevilla de Oro",65,"Amaluza","Parroquia","Parish",NA,NA
66,68,"ECU","Ecuador",1,"Azuay",12,"Sevilla de Oro",66,"Palmas","Parroquia","Parish",NA,NA
67,68,"ECU","Ecuador",1,"Azuay",12,"Sevilla de Oro",67,"Sevilla de Oro","Parroquia","Parish",NA,NA
68,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",68,"Cuchil","Parroquia","Parish",NA,NA
69,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",69,"Gima","Parroquia","Parish",NA,NA
70,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",70,"Guel","Parroquia","Parish",NA,NA
71,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",71,"Ludo","Parroquia","Parish",NA,NA
72,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",72,"San Bartolome","Parroquia","Parish",NA,NA
73,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",73,"San Jose de Raranga","Parroquia","Parish",NA,NA
74,68,"ECU","Ecuador",1,"Azuay",13,"Sigsig",74,"Sigsig","Parroquia","Parish",NA,NA
75,68,"ECU","Ecuador",2,"Bolivar",14,"Caluma",75,"Caluma","Parroquia","Parish",NA,NA
76,68,"ECU","Ecuador",2,"Bolivar",15,"Chillanes",76,"Chillanes","Parroquia","Parish",NA,NA
77,68,"ECU","Ecuador",2,"Bolivar",15,"Chillanes",77,"San Jose del Tambo","Parroquia","Parish",NA,NA
78,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",78,"Asuncion","Parroquia","Parish",NA,NA
79,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",79,"Magdalena","Parroquia","Parish",NA,NA
80,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",80,"San Jose de Chimbo","Parroquia","Parish",NA,NA
81,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",81,"San Sebastian","Parroquia","Parish",NA,NA
82,68,"ECU","Ecuador",2,"Bolivar",16,"Chimbo",82,"Telimbela","Parroquia","Parish",NA,NA
83,68,"ECU","Ecuador",2,"Bolivar",17,"Echeandía",83,"Echeandia","Parroquia","Parish",NA,NA
84,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",84,"Facundo Vela","Parroquia","Parish",NA,NA
85,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",85,"Guanujo","Parroquia","Parish",NA,NA
86,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",86,"Guaranda","Parroquia","Parish",NA,NA
87,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",87,"Julio E. Moreno","Parroquia","Parish",NA,NA
88,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",88,"Salinas","Parroquia","Parish",NA,NA
89,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",89,"San Lorenzo","Parroquia","Parish",NA,NA
90,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",90,"San Luis de Pambil","Parroquia","Parish",NA,NA
91,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",91,"San Simon","Parroquia","Parish",NA,NA
92,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",92,"Santa Fe","Parroquia","Parish",NA,NA
93,68,"ECU","Ecuador",2,"Bolivar",18,"Guaranda",93,"Simiatug","Parroquia","Parish",NA,NA
94,68,"ECU","Ecuador",2,"Bolivar",19,"Las Naves",94,"Las Naves","Parroquia","Parish",NA,NA
95,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",95,"Balsapamba","Parroquia","Parish",NA,NA
96,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",96,"Bilovan","Parroquia","Parish",NA,NA
97,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",97,"Regulo de Mora","Parroquia","Parish",NA,NA
98,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",98,"San Miguel","Parroquia","Parish",NA,NA
99,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",99,"San Pablo de Atenas","Parroquia","Parish",NA,NA
100,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",100,"San Vicente","Parroquia","Parish",NA,NA
101,68,"ECU","Ecuador",2,"Bolivar",20,"San Miguel",101,"Santiago","Parroquia","Parish",NA,NA
102,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",102,"Azogues","Parroquia","Parish",NA,NA
103,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",103,"Cojitambo","Parroquia","Parish",NA,NA
104,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",104,"Guapan","Parroquia","Parish",NA,NA
105,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",105,"Javier Loyola","Parroquia","Parish",NA,NA
106,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",106,"Luis Cordero","Parroquia","Parish",NA,NA
107,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",107,"Pindilig","Parroquia","Parish",NA,NA
108,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",108,"Rivera","Parroquia","Parish",NA,NA
109,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",109,"San Miguel","Parroquia","Parish",NA,NA
110,68,"ECU","Ecuador",3,"Cañar",21,"Azogues",110,"Taday","Parroquia","Parish",NA,NA
111,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",111,"Biblian","Parroquia","Parish",NA,NA
112,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",112,"Jerusalen","Parroquia","Parish",NA,NA
113,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",113,"Nazon","Parroquia","Parish",NA,NA
114,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",114,"San Fco. de Sageo","Parroquia","Parish",NA,NA
115,68,"ECU","Ecuador",3,"Cañar",22,"Biblián",115,"Turupamba","Parroquia","Parish",NA,NA
116,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",116,"Cañar","Parroquia","Parish",NA,NA
117,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",117,"Chontamarca","Parroquia","Parish",NA,NA
118,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",118,"Chorocopte","Parroquia","Parish",NA,NA
119,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",119,"Ducur","Parroquia","Parish",NA,NA
120,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",120,"General Morales","Parroquia","Parish",NA,NA
121,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",121,"Gualleturo","Parroquia","Parish",NA,NA
122,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",122,"Honorato Vasquez","Parroquia","Parish",NA,NA
123,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",123,"Ingapirca","Parroquia","Parish",NA,NA
124,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",124,"Juncal","Parroquia","Parish",NA,NA
125,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",125,"San Antonio","Parroquia","Parish",NA,NA
126,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",126,"Suscal","Parroquia","Parish",NA,NA
127,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",127,"Ventura","Parroquia","Parish",NA,NA
128,68,"ECU","Ecuador",3,"Cañar",23,"Cañar",128,"Zhud","Parroquia","Parish",NA,NA
129,68,"ECU","Ecuador",3,"Cañar",24,"Déleg",129,"Deleg","Parroquia","Parish",NA,NA
130,68,"ECU","Ecuador",3,"Cañar",24,"Déleg",130,"Solano","Parroquia","Parish",NA,NA
131,68,"ECU","Ecuador",3,"Cañar",25,"El Tambo",131,"El Tambo","Parroquia","Parish",NA,NA
132,68,"ECU","Ecuador",3,"Cañar",26,"La Troncal",132,"La Troncal","Parroquia","Parish",NA,NA
133,68,"ECU","Ecuador",3,"Cañar",26,"La Troncal",133,"Manuel J. Calle","Parroquia","Parish",NA,NA
134,68,"ECU","Ecuador",3,"Cañar",26,"La Troncal",134,"Pancho Negro","Parroquia","Parish",NA,NA
135,68,"ECU","Ecuador",3,"Cañar",27,"No Delimitado",135,"El Piedrero","Parroquia","Parish",NA,NA
136,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",136,"Bolivar","Parroquia","Parish",NA,NA
137,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",137,"Garcia Moreno","Parroquia","Parish",NA,NA
138,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",138,"Los Andes","Parroquia","Parish",NA,NA
139,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",139,"Monte Olivo","Parroquia","Parish",NA,NA
140,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",140,"San Rafael","Parroquia","Parish",NA,NA
141,68,"ECU","Ecuador",4,"Carchi",28,"Bolívar",141,"San Vicente de Pusir","Parroquia","Parish",NA,NA
142,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",142,"El Angel","Parroquia","Parish",NA,NA
143,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",143,"El Goaltal","Parroquia","Parish",NA,NA
144,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",144,"La Libertad","Parroquia","Parish",NA,NA
145,68,"ECU","Ecuador",4,"Carchi",29,"Espejo",145,"San Isidro","Parroquia","Parish",NA,NA
146,68,"ECU","Ecuador",4,"Carchi",30,"Mira",146,"Concepcion","Parroquia","Parish",NA,NA
147,68,"ECU","Ecuador",4,"Carchi",30,"Mira",147,"Jijon Y Caamaño","Parroquia","Parish",NA,NA
148,68,"ECU","Ecuador",4,"Carchi",30,"Mira",148,"Juan Montalvo","Parroquia","Parish",NA,NA
149,68,"ECU","Ecuador",4,"Carchi",30,"Mira",149,"Mira","Parroquia","Parish",NA,NA
150,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",150,"Chitan de Navarrete","Parroquia","Parish",NA,NA
151,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",151,"Cristoval Colon","Parroquia","Parish",NA,NA
152,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",152,"Fernandez Salvador","Parroquia","Parish",NA,NA
153,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",153,"La Paz","Parroquia","Parish",NA,NA
154,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",154,"Piartal","Parroquia","Parish",NA,NA
155,68,"ECU","Ecuador",4,"Carchi",31,"Montúfar",155,"San Gabriel","Parroquia","Parish",NA,NA
156,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",156,"El Carmelo","Parroquia","Parish",NA,NA
157,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",157,"El Chical","Parroquia","Parish",NA,NA
158,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",158,"Huaca","Parroquia","Parish",NA,NA
159,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",159,"Julio Andrade","Parroquia","Parish",NA,NA
160,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",160,"Maldonado","Parroquia","Parish",NA,NA
161,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",161,"Mariscal Sucre","Parroquia","Parish",NA,NA
162,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",162,"Pioter","Parroquia","Parish",NA,NA
163,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",163,"Santa Martha de Cuba","Parroquia","Parish",NA,NA
164,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",164,"Tobar Donoso","Parroquia","Parish",NA,NA
165,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",165,"Tufiño","Parroquia","Parish",NA,NA
166,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",166,"Tulcan","Parroquia","Parish",NA,NA
167,68,"ECU","Ecuador",4,"Carchi",32,"Tulcán",167,"Urbina","Parroquia","Parish",NA,NA
168,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",168,"Achupallas","Parroquia","Parish",NA,NA
169,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",169,"Alausi","Parroquia","Parish",NA,NA
170,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",170,"Guasuntos","Parroquia","Parish",NA,NA
171,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",171,"Huigra","Parroquia","Parish",NA,NA
172,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",172,"Multitud","Parroquia","Parish",NA,NA
173,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",173,"Pistishi","Parroquia","Parish",NA,NA
174,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",174,"Pumallacta","Parroquia","Parish",NA,NA
175,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",175,"Sevilla","Parroquia","Parish",NA,NA
176,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",176,"Sibambe","Parroquia","Parish",NA,NA
177,68,"ECU","Ecuador",5,"Chimborazo",33,"Alausí",177,"Tixan","Parroquia","Parish",NA,NA
178,68,"ECU","Ecuador",5,"Chimborazo",34,"Chambo",178,"Chambo","Parroquia","Parish",NA,NA
179,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",179,"Capzol","Parroquia","Parish",NA,NA
180,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",180,"Chunchi","Parroquia","Parish",NA,NA
181,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",181,"Compud","Parroquia","Parish",NA,NA
182,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",182,"Gonzol","Parroquia","Parish",NA,NA
183,68,"ECU","Ecuador",5,"Chimborazo",35,"Chunchi",183,"Llagos","Parroquia","Parish",NA,NA
184,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",184,"Cañi","Parroquia","Parish",NA,NA
185,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",185,"Columbe","Parroquia","Parish",NA,NA
186,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",186,"Juan de Velasco","Parroquia","Parish",NA,NA
187,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",187,"Santiago de Quito","Parroquia","Parish",NA,NA
188,68,"ECU","Ecuador",5,"Chimborazo",36,"Colta",188,"Villa La Union","Parroquia","Parish",NA,NA
189,68,"ECU","Ecuador",5,"Chimborazo",37,"Cumandá",189,"Cumanda","Parroquia","Parish",NA,NA
190,68,"ECU","Ecuador",5,"Chimborazo",38,"Guamote",190,"Cebadas","Parroquia","Parish",NA,NA
191,68,"ECU","Ecuador",5,"Chimborazo",38,"Guamote",191,"Guamote","Parroquia","Parish",NA,NA
192,68,"ECU","Ecuador",5,"Chimborazo",38,"Guamote",192,"Palmira","Parroquia","Parish",NA,NA
193,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",193,"Guanando","Parroquia","Parish",NA,NA
194,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",194,"Guano","Parroquia","Parish",NA,NA
195,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",195,"La Providencia","Parroquia","Parish",NA,NA
196,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",196,"Llapo","Parroquia","Parish",NA,NA
197,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",197,"San Andres","Parroquia","Parish",NA,NA
198,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",198,"San Gerardo de Pacaicaguan","Parroquia","Parish",NA,NA
199,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",199,"San Isidro de Patulu","Parroquia","Parish",NA,NA
200,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",200,"San Jose del Chazo","Parroquia","Parish",NA,NA
201,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",201,"Santa Fe de Galan","Parroquia","Parish",NA,NA
202,68,"ECU","Ecuador",5,"Chimborazo",39,"Guano",202,"Valparaiso","Parroquia","Parish",NA,NA
203,68,"ECU","Ecuador",5,"Chimborazo",40,"Pallatanga",203,"Pallatanga","Parroquia","Parish",NA,NA
204,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",204,"Bilbao","Parroquia","Parish",NA,NA
205,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",205,"El Altar","Parroquia","Parish",NA,NA
206,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",206,"La Candelaria","Parroquia","Parish",NA,NA
207,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",207,"Matus","Parroquia","Parish",NA,NA
208,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",208,"Penipe","Parroquia","Parish",NA,NA
209,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",209,"Puela","Parroquia","Parish",NA,NA
210,68,"ECU","Ecuador",5,"Chimborazo",41,"Penipe",210,"San Antonio de Bayushig","Parroquia","Parish",NA,NA
211,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",211,"Cacha","Parroquia","Parish",NA,NA
212,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",212,"Calpi","Parroquia","Parish",NA,NA
213,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",213,"Cubijies","Parroquia","Parish",NA,NA
214,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",214,"Flores","Parroquia","Parish",NA,NA
215,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",215,"Lican","Parroquia","Parish",NA,NA
216,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",216,"Licto","Parroquia","Parish",NA,NA
217,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",217,"Pungala","Parroquia","Parish",NA,NA
218,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",218,"Punin","Parroquia","Parish",NA,NA
219,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",219,"Quimiag","Parroquia","Parish",NA,NA
220,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",220,"Riobamba","Parroquia","Parish",NA,NA
221,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",221,"San Juan","Parroquia","Parish",NA,NA
222,68,"ECU","Ecuador",5,"Chimborazo",42,"Riobamba",222,"San Luis","Parroquia","Parish",NA,NA
223,68,"ECU","Ecuador",6,"Cotopaxi",43,"La Maná",223,"Guasaganda","Parroquia","Parish",NA,NA
224,68,"ECU","Ecuador",6,"Cotopaxi",43,"La Maná",224,"La Mana","Parroquia","Parish",NA,NA
225,68,"ECU","Ecuador",6,"Cotopaxi",43,"La Maná",225,"Pucayacu","Parroquia","Parish",NA,NA
226,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",226,"11 de Noviembre","Parroquia","Parish",NA,NA
227,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",227,"Alaques","Parroquia","Parish",NA,NA
228,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",228,"Belisario Quevedo","Parroquia","Parish",NA,NA
229,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",229,"Guaitacama","Parroquia","Parish",NA,NA
230,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",230,"Joseguango Bajo","Parroquia","Parish",NA,NA
231,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",231,"Latacunga","Parroquia","Parish",NA,NA
232,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",232,"Mulalo","Parroquia","Parish",NA,NA
233,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",233,"Poalo","Parroquia","Parish",NA,NA
234,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",234,"San Juan de Pastocalle","Parroquia","Parish",NA,NA
235,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",235,"Tanicuchi","Parroquia","Parish",NA,NA
236,68,"ECU","Ecuador",6,"Cotopaxi",44,"Latacunga",236,"Toacaso","Parroquia","Parish",NA,NA
237,68,"ECU","Ecuador",6,"Cotopaxi",45,"Pangua",237,"El Corazon","Parroquia","Parish",NA,NA
238,68,"ECU","Ecuador",6,"Cotopaxi",45,"Pangua",238,"Moraspungo","Parroquia","Parish",NA,NA
